molecule_chembl_id,canonical_smiles,standard_value,standard_units,standard_type,target_pref_name,target_organism,activity_comment,assay_description,document_journal,document_year
CHEMBL3814397,Nc1nc(NCC2CCCCC2)nc2ccccc12,25000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3815140,CC(C)Nc1nc(N)c2ccccc2n1,25000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814981,CCCNc1nc(N)c2ccccc2n1,25000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814610,Nc1nc(NCCc2ccccc2)nc2ccccc12,25000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814189,Nc1nc(NCc2ccc(F)cc2)nc2ccccc12,25000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3813837,Nc1nc(NCc2cccc(F)c2)nc2ccccc12,14700,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814001,Nc1nc(NCc2ccc(Br)cc2)nc2ccccc12,1700,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814125,Nc1nc(NCc2cccc(Br)c2)nc2ccccc12,2700,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3815148,Nc1nc(NCc2ccc(Cl)cc2)nc2ccccc12,8100,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814191,Nc1nc(NCc2cccc(Cl)c2)nc2ccccc12,13400,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814611,Nc1nc(NCc2ccc(C(F)(F)F)cc2)nc2ccccc12,5300,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3815150,Nc1nc(NCc2cccc(C(F)(F)F)c2)nc2ccccc12,13800,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814909,COc1ccc(CNc2nc(N)c3ccccc3n2)cc1,25000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814324,COc1cccc(CNc2nc(N)c3ccccc3n2)c1,25000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3813859,Cc1ccc(CNc2nc(N)c3ccccc3n2)cc1,22500,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814103,Cc1cccc(CNc2nc(N)c3ccccc3n2)c1,25000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814134,Nc1nc(NCc2ccccc2)nc2ccccc12,8400,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL410263,O=S(=O)([O-])c1cc(S(=O)(=O)[O-])c2c(/N=N/c3ccccc3)c(O)ccc2c1.[Na+].[Na+],8700,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3815002,Nc1nc(NCC2CCCCC2)c2ccccc2n1,25000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814123,Nc1nc(NCCc2ccccc2)c2ccccc2n1,25000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3357256,Nc1nc(NCc2ccc(F)cc2)c2ccccc2n1,25000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814748,Nc1nc(NCc2cccc(F)c2)c2ccccc2n1,25000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814631,Nc1nc(NCc2ccc(Br)cc2)c2ccccc2n1,14800,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814270,Nc1nc(NCc2cccc(Br)c2)c2ccccc2n1,22300,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3813811,Nc1nc(NCc2ccc(Cl)cc2)c2ccccc2n1,25000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814383,Nc1nc(NCc2cccc(Cl)c2)c2ccccc2n1,25000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814660,Nc1nc(NCc2ccc(C(F)(F)F)cc2)c2ccccc2n1,25000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814349,Nc1nc(NCc2cccc(C(F)(F)F)c2)c2ccccc2n1,21000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3813788,COc1ccc(CNc2nc(N)nc3ccccc23)cc1,25000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3813971,Cc1ccc(CNc2nc(N)nc3ccccc23)cc1,25000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814363,Cc1cccc(CNc2nc(N)nc3ccccc23)c1,25000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3815078,Nc1nc(NCc2ccccc2)c2ccccc2n1,25000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 42 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL165,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,2600,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,1500,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814397,Nc1nc(NCC2CCCCC2)nc2ccccc12,25000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3815140,CC(C)Nc1nc(N)c2ccccc2n1,25000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814981,CCCNc1nc(N)c2ccccc2n1,25000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814610,Nc1nc(NCCc2ccccc2)nc2ccccc12,14900,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814189,Nc1nc(NCc2ccc(F)cc2)nc2ccccc12,25000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3813837,Nc1nc(NCc2cccc(F)c2)nc2ccccc12,11300,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814001,Nc1nc(NCc2ccc(Br)cc2)nc2ccccc12,1700,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814125,Nc1nc(NCc2cccc(Br)c2)nc2ccccc12,1500,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3815148,Nc1nc(NCc2ccc(Cl)cc2)nc2ccccc12,930,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814191,Nc1nc(NCc2cccc(Cl)c2)nc2ccccc12,5900,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814611,Nc1nc(NCc2ccc(C(F)(F)F)cc2)nc2ccccc12,2300,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3815150,Nc1nc(NCc2cccc(C(F)(F)F)c2)nc2ccccc12,12500,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814909,COc1ccc(CNc2nc(N)c3ccccc3n2)cc1,6800,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814324,COc1cccc(CNc2nc(N)c3ccccc3n2)c1,25000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3813859,Cc1ccc(CNc2nc(N)c3ccccc3n2)cc1,13100,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814103,Cc1cccc(CNc2nc(N)c3ccccc3n2)c1,25000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814134,Nc1nc(NCc2ccccc2)nc2ccccc12,2200,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL410263,O=S(=O)([O-])c1cc(S(=O)(=O)[O-])c2c(/N=N/c3ccccc3)c(O)ccc2c1.[Na+].[Na+],3000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3815002,Nc1nc(NCC2CCCCC2)c2ccccc2n1,13600,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814965,CC(C)Nc1nc(N)nc2ccccc12,10200,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814813,CCCNc1nc(N)nc2ccccc12,14900,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814123,Nc1nc(NCCc2ccccc2)c2ccccc2n1,7800,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3357256,Nc1nc(NCc2ccc(F)cc2)c2ccccc2n1,3100,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814748,Nc1nc(NCc2cccc(F)c2)c2ccccc2n1,2800,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814631,Nc1nc(NCc2ccc(Br)cc2)c2ccccc2n1,80,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814270,Nc1nc(NCc2cccc(Br)c2)c2ccccc2n1,580,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3813811,Nc1nc(NCc2ccc(Cl)cc2)c2ccccc2n1,620,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814383,Nc1nc(NCc2cccc(Cl)c2)c2ccccc2n1,1900,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814660,Nc1nc(NCc2ccc(C(F)(F)F)cc2)c2ccccc2n1,1900,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814349,Nc1nc(NCc2cccc(C(F)(F)F)c2)c2ccccc2n1,3500,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3813788,COc1ccc(CNc2nc(N)nc3ccccc23)cc1,1100,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814429,COc1cccc(CNc2nc(N)nc3ccccc23)c1,20600,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3813971,Cc1ccc(CNc2nc(N)nc3ccccc23)cc1,3900,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3814363,Cc1cccc(CNc2nc(N)nc3ccccc23)c1,3600,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL3815078,Nc1nc(NCc2ccccc2)c2ccccc2n1,4800,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta 40 (unknown origin) aggregation measured for 24 hrs by thioflavin T-based fluorescence spectroscopic analysis,ACS Med Chem Lett,2016
CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,9000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of Abeta42 (unknown origin) aggregation measured after 24 hrs by ThT fluorescence assay,Bioorg Med Chem Lett,2016
CHEMBL429694,Nc1c(/N=N/c2ccc(-c3ccc(/N=N/c4cc(S(=O)(=O)[O-])c5ccccc5c4N)cc3)cc2)cc(S(=O)(=O)[O-])c2ccccc12.[Na+].[Na+],1300,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of Abeta42 (unknown origin) aggregation measured after 24 hrs by ThT fluorescence assay,Bioorg Med Chem Lett,2016
CHEMBL3815004,CNc1cccc(CCNc2cccc(NCCc3ccccn3)n2)n1,35000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of Abeta42 (unknown origin) aggregation measured after 24 hrs by ThT fluorescence assay,Bioorg Med Chem Lett,2016
CHEMBL3814529,CNc1cccc(NCCCc2cccc(NCCCc3ccccn3)n2)n1,17000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of Abeta42 (unknown origin) aggregation measured after 24 hrs by ThT fluorescence assay,Bioorg Med Chem Lett,2016
CHEMBL3814719,CNc1cccc(NCCc2cccc(NCCc3ccccn3)n2)n1,25000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of Abeta42 (unknown origin) aggregation measured after 24 hrs by ThT fluorescence assay,Bioorg Med Chem Lett,2016
CHEMBL3814159,CNc1cccc(NCCc2cccc(NCc3ccccn3)n2)n1,13000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of Abeta42 (unknown origin) aggregation measured after 24 hrs by ThT fluorescence assay,Bioorg Med Chem Lett,2016
CHEMBL3813916,CNc1cccc(CCNc2cccc(CCN(c3ccccn3)c3ccccn3)n2)n1,240000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of Abeta42 (unknown origin) aggregation measured after 24 hrs by ThT fluorescence assay,Bioorg Med Chem Lett,2016
CHEMBL3814563,CNc1cccc(CCNc2cccc(CCNc3ccccn3)n2)n1,280000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of Abeta42 (unknown origin) aggregation measured after 24 hrs by ThT fluorescence assay,Bioorg Med Chem Lett,2016
CHEMBL3818600,O=C1C(=Cc2ccc(N3CCN(C(=O)c4ccco4)CC3)cc2)C(=O)c2ccccc21,9200,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation incubated for 48 hrs measured after 5 mins by thioflavin-T fluorescence assay,Bioorg Med Chem,2016
CHEMBL3819454,O=C1C(=Cc2ccc(N3CCN(C(c4ccccc4)c4ccccc4)CC3)cc2)C(=O)c2ccccc21,11750,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation incubated for 48 hrs measured after 5 mins by thioflavin-T fluorescence assay,Bioorg Med Chem,2016
CHEMBL3818053,O=C1C(=Cc2ccc(N3CCN(c4ncccn4)CC3)cc2)C(=O)c2ccccc21,10110,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation incubated for 48 hrs measured after 5 mins by thioflavin-T fluorescence assay,Bioorg Med Chem,2016
CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,21810,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation incubated for 48 hrs measured after 5 mins by thioflavin-T fluorescence assay,Bioorg Med Chem,2016
CHEMBL3942680,COc1cc(O)ccc1/C=C/C(=O)CC(=O)/C=C/c1ccc(O)cc1OC,4600,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta (1 to 42 residues) (unknown origin) aggregation after 24 hrs by thioflavin T fluorescence assay,Bioorg Med Chem Lett,2016
CHEMBL405110,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1.[Cl-],500,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta (1 to 42 residues) (unknown origin) aggregation after 24 hrs by thioflavin T fluorescence assay,Bioorg Med Chem Lett,2016
CHEMBL3953399,COc1cc(OCc2ccccn2)ccc1/C=C/c1cc(/C=C/c2ccc3cc[nH]c3c2)[nH]n1,1200,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta (1 to 42 residues) (unknown origin) aggregation after 24 hrs by thioflavin T fluorescence assay,Bioorg Med Chem Lett,2016
